"Step","SAbDab_Chen + DGL_GCN - R2","SAbDab_Chen + DGL_GCN - R2__MIN","SAbDab_Chen + DGL_GCN - R2__MAX","SAbDab_Chen + Transformer - R2","SAbDab_Chen + Transformer - R2__MIN","SAbDab_Chen + Transformer - R2__MAX","SAbDab_Chen + CNN_RNN - R2","SAbDab_Chen + CNN_RNN - R2__MIN","SAbDab_Chen + CNN_RNN - R2__MAX","SAbDab_Chen + CNN - R2","SAbDab_Chen + CNN - R2__MIN","SAbDab_Chen + CNN - R2__MAX"
"161","0.33511773702608866","0.27054666960147494","0.3996888044507024","0.4324786184461905","0.4235133311204431","0.44144390577193793","0.5329928900089046","0.5045282220618701","0.5614575579559391","0.620504244137625","0.6161647844588841","0.6248437038163659"
"163","0.30599144704205217","0.2306271403757983","0.38135575370830604","0.42798518715625544","0.4261674901526208","0.4298028841598901","0.5604057989446026","0.557032323461306","0.5637792744278992","0.6165688036133261","0.6126088581222584","0.6205287491043938"
"165","0.3377070775969454","0.2540002811483356","0.4214138740455552","0.4246147794487055","0.4217196995330567","0.42750985936435437","0.5272035374880072","0.5118718824266423","0.5425351925493721","0.6173137693664958","0.6106127867545879","0.624014751978404"
"167","0.3335549628300435","0.2991482497063051","0.36796167595378193","0.42619848365184265","0.415653530828208","0.4367434364754773","0.5829504872880615","0.5721000764057564","0.5938008981703665","0.626880160226393","0.6239794647526888","0.6297808557000972"
"169","0.2972752512283263","0.22646883575427373","0.36808166670237896","0.4283489392012666","0.4219606106761118","0.4347372677264214","0.5665848751441313","0.5607908621605404","0.5723788881277221","0.6251838879538753","0.6227847699443745","0.627583005963376"
"171","0.28241957795665357","0.20197998932680797","0.36285916658649914","0.420724356459181","0.42027239123945337","0.4211763216789086","0.5475556882901973","0.5431786611662297","0.5519327154141649","0.6220343398723649","0.6215757444569279","0.622492935287802"
"173","0.3364385288142726","0.26410756853475786","0.4087694890937873","0.4190755496810728","0.4109028438715985","0.4272482554905471","0.5390173373607068","0.5354159728300522","0.5426187018913615","0.6234609342138497","0.6194856355477301","0.6274362328799693"
"175","0.33497335750033297","0.3218054762339057","0.3481412387667602","0.4228736718086037","0.42051239078915414","0.42523495282805324","0.5408329549162012","0.5295840324950306","0.5520818773373717","0.614226453753167","0.6130452228934884","0.6154076846128457"
"177","0.2962282531127784","0.24020822136516992","0.35224828486038684","0.4192321481475234","0.40770193609611993","0.43076236019892694","0.5555525712936517","0.5425769205710238","0.5685282220162795","0.623112238683879","0.6223958939131764","0.6238285834545816"
"179","0.342422495025689","0.28342962492341695","0.40141536512796105","0.4339542365115223","0.42741625218928964","0.44049222083375505","0.5514582432843846","0.5451199271606585","0.5577965594081109","0.6267022079323947","0.6251835317671077","0.6282208840976816"
"181","0.3169940754184705","0.22778238773515613","0.4062057631017849","0.43625203615406305","0.4347276131387565","0.4377764591693696","0.5528225264985634","0.5438785093503149","0.561766543646812","0.6219090813258766","0.6198270471898761","0.6239911154618771"
"183","0.33384866210373065","0.26205636316314973","0.4056409610443115","0.4383611704447554","0.43316220072866246","0.4435601401608483","0.5588161391905377","0.5538523898649529","0.5637798885161227","0.6120889012537556","0.6054060053892074","0.6187717971183039"
"185","0.3019842887167615","0.2195226405960641","0.38444593683745887","0.4372396660107641","0.43520058210375","0.43927874991777816","0.5460465604087008","0.5404542842789826","0.5516388365384189","0.6293618194994719","0.620331369190946","0.6383922698079978"
"187","0.31843989322084465","0.2906681807888496","0.34621160565283976","0.4357520571745479","0.43169592990869665","0.43980818444039915","0.5415401518498519","0.5188480843229061","0.5642322193767978","0.6198131872541228","0.6103722243246413","0.6292541501836044"
"189","0.2910648359534509","0.2017250543607249","0.38040461754617694","0.42606219996512634","0.4215492124101676","0.4305751875200851","0.5418641640256987","0.5263965640227843","0.5573317640286132","0.6282797395313549","0.626977417424639","0.6295820616380707"
"191","0.29766252665728166","0.2272476776828999","0.36807737563166343","0.43026623106682205","0.42443352985699345","0.4360989322766507","0.5485919885019646","0.5464392569501322","0.550744720053797","0.6151361986625742","0.6022627671914618","0.6280096301336866"
"193","0.30209902055069715","0.2558363348602181","0.34836170624117624","0.4408275734736392","0.4389580726770502","0.44269707427022825","0.5397313512222459","0.5229264200180506","0.5565362824264414","0.6188114500499149","0.6167781246937316","0.6208447754060983"
"195","0.336496854925732","0.2971189079883473","0.3758748018631168","0.4279762108381967","0.41321074286564063","0.44274167881075277","0.5470199965967458","0.5331100643222724","0.5609299288712193","0.6219595804564495","0.6187222186887784","0.6251969422241206"
"197","0.34746674496453245","0.3415380166721931","0.3533954732568718","0.42412267221790273","0.41584770071036026","0.4323976437254452","0.5293678420867753","0.5217856822963824","0.5369500018771682","0.61868693935402","0.6184150700457292","0.6189588086623108"
"199","0.3308982205823254","0.29144328289372046","0.3703531582709303","0.4348497905386559","0.4325495362871818","0.4371500447901301","0.5451722359500585","0.5431087612216696","0.5472357106784473","0.6135697159025071","0.6065392708861445","0.6206001609188698"
